user_id,R,F,M,RFM_total,segment
103891828江苏省,999.0,0.0,6,10,潜力用户
103891828江西省,999.0,0.0,10,11,潜力用户
103891828河北省,999.0,0.0,6,10,潜力用户
103891828河南省,24.0,1.0,9,15,高价值用户
103891828浙江省,999.0,0.0,2,8,新用户
103891828海南省,999.0,0.0,4,9,新用户
103891828湖北省,999.0,0.0,10,11,潜力用户
103891828湖南省,999.0,0.0,10,11,潜力用户
103891828澳门特别行政区,999.0,0.0,12,11,潜力用户
103891828甘肃省,999.0,0.0,5,10,潜力用户
103891828福建省,999.0,0.0,10,11,潜力用户
103891828西藏自治区,999.0,0.0,15,11,潜力用户
103891828贵州省,999.0,0.0,10,11,潜力用户
103891828辽宁省,999.0,0.0,8,11,潜力用户
103891828重庆市,999.0,0.0,7,10,潜力用户
103891828陕西省,999.0,0.0,3,9,新用户
103891828青海省,6.0,1.0,11,15,高价值用户
103891828香港特别行政区,999.0,0.0,3,9,新用户
103891828黑龙江省,24.0,1.0,12,15,高价值用户
103898055北京市,999.0,0.0,2,8,新用户
103898055台湾省,999.0,0.0,1,7,新用户
103898055吉林省,999.0,0.0,1,7,新用户
103898055天津市,999.0,0.0,2,8,新用户
103898055宁夏回族自治区,999.0,0.0,3,9,新用户
103898055安徽省,11.0,1.0,8,15,高价值用户
103898055广东省,25.0,1.0,7,14,高价值用户
103898055广西壮族自治区,999.0,0.0,3,9,新用户
103898055江西省,999.0,0.0,2,8,新用户
103898055湖北省,999.0,0.0,2,8,新用户
103898055湖南省,999.0,0.0,1,7,新用户
103898055福建省,999.0,0.0,1,7,新用户
103898055西藏自治区,999.0,0.0,2,8,新用户
103898055贵州省,999.0,0.0,2,8,新用户
103898055辽宁省,999.0,0.0,1,7,新用户
103898055重庆市,999.0,0.0,1,7,新用户
103898055陕西省,999.0,0.0,2,8,新用户
103898055青海省,999.0,0.0,1,7,新用户
103898055香港特别行政区,999.0,0.0,4,9,新用户
104221274上海市,999.0,0.0,13,11,潜力用户
104221274云南省,999.0,0.0,11,11,潜力用户
104221274内蒙古自治区,999.0,0.0,16,11,潜力用户
104221274北京市,999.0,0.0,8,11,潜力用户
104221274台湾省,999.0,0.0,15,11,潜力用户
104221274吉林省,999.0,0.0,12,11,潜力用户
104221274四川省,999.0,0.0,12,11,潜力用户
104221274天津市,999.0,0.0,16,11,潜力用户
104221274宁夏回族自治区,999.0,0.0,16,11,潜力用户
104221274安徽省,999.0,0.0,5,10,潜力用户
104221274山东省,999.0,0.0,5,10,潜力用户
104221274山西省,999.0,0.0,8,11,潜力用户
104221274广东省,999.0,0.0,15,11,潜力用户
104221274广西壮族自治区,999.0,0.0,8,11,潜力用户
104221274新疆维吾尔自治区,999.0,0.0,11,11,潜力用户
104221274江苏省,999.0,0.0,9,11,潜力用户
104221274江西省,999.0,0.0,9,11,潜力用户
104221274河北省,999.0,0.0,12,11,潜力用户
104221274河南省,999.0,0.0,9,11,潜力用户
104221274浙江省,999.0,0.0,13,11,潜力用户
104221274海南省,999.0,0.0,14,11,潜力用户
104221274湖北省,10.0,1.0,11,15,高价值用户
104221274湖南省,999.0,0.0,7,10,潜力用户
104221274澳门特别行政区,999.0,0.0,10,11,潜力用户
104221274甘肃省,999.0,0.0,15,11,潜力用户
104221274福建省,999.0,0.0,18,11,潜力用户
104221274西藏自治区,999.0,0.0,13,11,潜力用户
104221274贵州省,999.0,0.0,11,11,潜力用户
104221274辽宁省,999.0,0.0,9,11,潜力用户
104221274重庆市,999.0,0.0,10,11,潜力用户
104221274陕西省,999.0,0.0,7,10,潜力用户
104221274青海省,999.0,0.0,5,10,潜力用户
104221274香港特别行政区,6.0,1.0,15,15,高价值用户
104221274黑龙江省,999.0,0.0,16,11,潜力用户
104811265上海市,999.0,0.0,1,7,新用户
104811265云南省,999.0,0.0,1,7,新用户
104811265安徽省,999.0,0.0,2,8,新用户
104811265新疆维吾尔自治区,999.0,0.0,3,9,新用户
104811265江苏省,999.0,0.0,2,8,新用户
104811265湖北省,999.0,0.0,1,7,新用户
104811265湖南省,17.0,1.0,5,14,高价值用户
104811265澳门特别行政区,999.0,0.0,2,8,新用户
104811265甘肃省,999.0,0.0,1,7,新用户
104811265西藏自治区,999.0,0.0,2,8,新用户
104811265辽宁省,999.0,0.0,1,7,新用户
104811265黑龙江省,999.0,0.0,1,7,新用户
105397406上海市,999.0,0.0,6,10,潜力用户
105397406云南省,999.0,0.0,17,11,潜力用户
105397406内蒙古自治区,999.0,0.0,1,7,新用户
105397406北京市,999.0,0.0,12,11,潜力用户
105397406台湾省,999.0,0.0,3,9,新用户
105397406吉林省,999.0,0.0,10,11,潜力用户
105397406四川省,999.0,0.0,5,10,潜力用户
105397406天津市,999.0,0.0,12,11,潜力用户
105397406宁夏回族自治区,999.0,0.0,11,11,潜力用户
105397406安徽省,999.0,0.0,6,10,潜力用户
105397406山东省,999.0,0.0,4,9,新用户
105397406山西省,999.0,0.0,3,9,新用户
105397406广东省,999.0,0.0,9,11,潜力用户
105397406广西壮族自治区,999.0,0.0,6,10,潜力用户
105397406新疆维吾尔自治区,999.0,0.0,6,10,潜力用户
105397406江苏省,999.0,0.0,3,9,新用户
105397406江西省,999.0,0.0,10,11,潜力用户
105397406河北省,999.0,0.0,3,9,新用户
105397406河南省,999.0,0.0,9,11,潜力用户
105397406浙江省,999.0,0.0,13,11,潜力用户
105397406海南省,999.0,0.0,5,10,潜力用户
105397406湖北省,999.0,0.0,8,11,潜力用户
105397406湖南省,999.0,0.0,5,10,潜力用户
105397406澳门特别行政区,999.0,0.0,10,11,潜力用户
105397406甘肃省,999.0,0.0,9,11,潜力用户
105397406福建省,999.0,0.0,10,11,潜力用户
105397406西藏自治区,999.0,0.0,9,11,潜力用户
105397406贵州省,999.0,0.0,16,11,潜力用户
105397406辽宁省,999.0,0.0,4,9,新用户
105397406重庆市,999.0,0.0,9,11,潜力用户
105397406陕西省,999.0,0.0,8,11,潜力用户
105397406青海省,999.0,0.0,5,10,潜力用户
105397406香港特别行政区,999.0,0.0,15,11,潜力用户
105397406黑龙江省,999.0,0.0,5,10,潜力用户
106230218云南省,999.0,0.0,1,7,新用户
106230218吉林省,999.0,0.0,1,7,新用户
106230218天津市,999.0,0.0,1,7,新用户
106230218山东省,999.0,0.0,1,7,新用户
106230218广西壮族自治区,999.0,0.0,1,7,新用户
106230218江西省,999.0,0.0,1,7,新用户
106230218河北省,999.0,0.0,1,7,新用户
106230218河南省,999.0,0.0,1,7,新用户
106230218海南省,15.0,1.0,5,14,高价值用户
106230218福建省,3.0,1.0,6,14,高价值用户
106230218贵州省,999.0,0.0,2,8,新用户
106230218陕西省,999.0,0.0,1,7,新用户
106230218香港特别行政区,999.0,0.0,1,7,新用户
106230218黑龙江省,7.0,1.0,6,14,高价值用户
106557109上海市,999.0,0.0,2,8,新用户
106557109云南省,999.0,0.0,8,11,潜力用户
106557109内蒙古自治区,999.0,0.0,5,10,潜力用户
106557109北京市,999.0,0.0,7,10,潜力用户
106557109台湾省,999.0,0.0,6,10,潜力用户
106557109吉林省,999.0,0.0,8,11,潜力用户
106557109四川省,999.0,0.0,7,10,潜力用户
106557109天津市,999.0,0.0,13,11,潜力用户
106557109宁夏回族自治区,20.0,1.0,9,15,高价值用户
106557109安徽省,999.0,0.0,3,9,新用户
106557109山东省,999.0,0.0,8,11,潜力用户
106557109山西省,999.0,0.0,7,10,潜力用户
106557109广东省,999.0,0.0,7,10,潜力用户
106557109广西壮族自治区,999.0,0.0,7,10,潜力用户
106557109新疆维吾尔自治区,999.0,0.0,6,10,潜力用户
106557109江苏省,999.0,0.0,6,10,潜力用户
106557109江西省,999.0,0.0,15,11,潜力用户
106557109河北省,999.0,0.0,12,11,潜力用户
106557109河南省,999.0,0.0,6,10,潜力用户
106557109浙江省,999.0,0.0,9,11,潜力用户
106557109海南省,999.0,0.0,13,11,潜力用户
106557109湖北省,999.0,0.0,4,9,新用户
106557109湖南省,999.0,0.0,14,11,潜力用户
106557109澳门特别行政区,999.0,0.0,10,11,潜力用户
106557109甘肃省,999.0,0.0,9,11,潜力用户
106557109福建省,999.0,0.0,10,11,潜力用户
106557109西藏自治区,999.0,0.0,3,9,新用户
106557109贵州省,999.0,0.0,7,10,潜力用户
106557109辽宁省,999.0,0.0,2,8,新用户
106557109重庆市,999.0,0.0,2,8,新用户
106557109陕西省,999.0,0.0,6,10,潜力用户
106557109青海省,999.0,0.0,4,9,新用户
106557109香港特别行政区,999.0,0.0,8,11,潜力用户
106557109黑龙江省,999.0,0.0,6,10,潜力用户
107874169上海市,999.0,0.0,11,11,潜力用户
107874169云南省,999.0,0.0,8,11,潜力用户
107874169内蒙古自治区,999.0,0.0,10,11,潜力用户
107874169北京市,999.0,0.0,3,9,新用户
107874169台湾省,999.0,0.0,9,11,潜力用户
107874169吉林省,999.0,0.0,5,10,潜力用户
107874169四川省,6.0,1.0,12,15,高价值用户
107874169天津市,999.0,0.0,19,11,潜力用户
107874169宁夏回族自治区,25.0,1.0,9,15,高价值用户
107874169安徽省,999.0,0.0,11,11,潜力用户
107874169山东省,999.0,0.0,9,11,潜力用户
107874169山西省,999.0,0.0,13,11,潜力用户
107874169广东省,999.0,0.0,5,10,潜力用户
107874169广西壮族自治区,999.0,0.0,10,11,潜力用户
107874169新疆维吾尔自治区,999.0,0.0,4,9,新用户
107874169江苏省,999.0,0.0,5,10,潜力用户
107874169江西省,999.0,0.0,5,10,潜力用户
107874169河北省,999.0,0.0,6,10,潜力用户
107874169河南省,999.0,0.0,7,10,潜力用户
107874169浙江省,12.0,2.0,13,15,高价值用户
107874169海南省,999.0,0.0,6,10,潜力用户
107874169湖北省,999.0,0.0,6,10,潜力用户
107874169湖南省,999.0,0.0,9,11,潜力用户
107874169澳门特别行政区,25.0,1.0,11,15,高价值用户
107874169甘肃省,999.0,0.0,8,11,潜力用户
107874169福建省,999.0,0.0,5,10,潜力用户
107874169西藏自治区,999.0,0.0,12,11,潜力用户
107874169贵州省,999.0,0.0,6,10,潜力用户
107874169辽宁省,999.0,0.0,14,11,潜力用户
107874169重庆市,999.0,0.0,6,10,潜力用户
107874169陕西省,25.0,1.0,9,15,高价值用户
107874169青海省,999.0,0.0,12,11,潜力用户
107874169香港特别行政区,999.0,0.0,4,9,新用户
107874169黑龙江省,999.0,0.0,4,9,新用户
108331566内蒙古自治区,999.0,0.0,1,7,新用户
108331566北京市,999.0,0.0,1,7,新用户
108331566吉林省,999.0,0.0,1,7,新用户
108331566安徽省,999.0,0.0,1,7,新用户
108331566河北省,999.0,0.0,1,7,新用户
108331566海南省,999.0,0.0,1,7,新用户
108331566湖北省,999.0,0.0,1,7,新用户
108331566辽宁省,999.0,0.0,2,8,新用户
108331566重庆市,999.0,0.0,3,9,新用户
108331566香港特别行政区,999.0,0.0,1,7,新用户
108957791云南省,999.0,0.0,3,9,新用户
108957791内蒙古自治区,999.0,0.0,2,8,新用户
108957791北京市,999.0,0.0,1,7,新用户
108957791吉林省,999.0,0.0,1,7,新用户
108957791四川省,999.0,0.0,2,8,新用户
108957791天津市,999.0,0.0,1,7,新用户
108957791安徽省,999.0,0.0,1,7,新用户
108957791山东省,999.0,0.0,1,7,新用户
108957791山西省,999.0,0.0,3,9,新用户
108957791广西壮族自治区,999.0,0.0,3,9,新用户
108957791新疆维吾尔自治区,999.0,0.0,3,9,新用户
108957791江苏省,999.0,0.0,2,8,新用户
108957791江西省,999.0,0.0,1,7,新用户
108957791河南省,999.0,0.0,2,8,新用户
108957791浙江省,999.0,0.0,2,8,新用户
108957791海南省,999.0,0.0,2,8,新用户
108957791湖北省,999.0,0.0,1,7,新用户
108957791湖南省,999.0,0.0,1,7,新用户
108957791澳门特别行政区,999.0,0.0,3,9,新用户
108957791甘肃省,999.0,0.0,2,8,新用户
108957791福建省,999.0,0.0,2,8,新用户
108957791贵州省,999.0,0.0,2,8,新用户
108957791辽宁省,999.0,0.0,2,8,新用户
108957791重庆市,999.0,0.0,1,7,新用户
108957791陕西省,20.0,1.0,6,14,高价值用户
108957791青海省,999.0,0.0,1,7,新用户
109410073上海市,28.0,1.0,5,14,高价值用户
109410073云南省,999.0,0.0,1,7,新用户
109410073北京市,999.0,0.0,2,8,新用户
109410073台湾省,999.0,0.0,1,7,新用户
109410073吉林省,999.0,0.0,1,7,新用户
109410073四川省,999.0,0.0,2,8,新用户
109410073天津市,999.0,0.0,1,7,新用户
109410073安徽省,999.0,0.0,1,7,新用户
109410073山西省,16.0,1.0,5,14,高价值用户
109410073广东省,999.0,0.0,1,7,新用户
109410073广西壮族自治区,999.0,0.0,1,7,新用户
109410073新疆维吾尔自治区,999.0,0.0,1,7,新用户
109410073河北省,999.0,0.0,2,8,新用户
109410073河南省,999.0,0.0,1,7,新用户
109410073浙江省,999.0,0.0,1,7,新用户
109410073湖北省,999.0,0.0,2,8,新用户
109410073湖南省,999.0,0.0,1,7,新用户
109410073贵州省,999.0,0.0,1,7,新用户
109410073陕西省,999.0,0.0,1,7,新用户
109410073青海省,999.0,0.0,3,9,新用户
109687773上海市,999.0,0.0,7,10,潜力用户
109687773云南省,999.0,0.0,8,11,潜力用户
109687773内蒙古自治区,999.0,0.0,9,11,潜力用户
109687773北京市,999.0,0.0,1,7,新用户
109687773台湾省,999.0,0.0,7,10,潜力用户
109687773吉林省,999.0,0.0,6,10,潜力用户
109687773四川省,999.0,0.0,4,9,新用户
109687773天津市,999.0,0.0,3,9,新用户
109687773宁夏回族自治区,999.0,0.0,5,10,潜力用户
109687773安徽省,999.0,0.0,4,9,新用户
109687773山东省,999.0,0.0,5,10,潜力用户
109687773山西省,999.0,0.0,4,9,新用户
109687773广东省,999.0,0.0,7,10,潜力用户
109687773广西壮族自治区,999.0,0.0,6,10,潜力用户
109687773新疆维吾尔自治区,999.0,0.0,12,11,潜力用户
109687773江苏省,999.0,0.0,9,11,潜力用户
109687773江西省,999.0,0.0,6,10,潜力用户
109687773河北省,999.0,0.0,3,9,新用户
109687773河南省,999.0,0.0,6,10,潜力用户
109687773浙江省,999.0,0.0,6,10,潜力用户
109687773海南省,999.0,0.0,4,9,新用户
109687773湖北省,999.0,0.0,7,10,潜力用户
109687773湖南省,999.0,0.0,11,11,潜力用户
109687773澳门特别行政区,25.0,1.0,8,15,高价值用户
109687773甘肃省,999.0,0.0,10,11,潜力用户
109687773福建省,999.0,0.0,9,11,潜力用户
109687773西藏自治区,999.0,0.0,5,10,潜力用户
109687773贵州省,999.0,0.0,5,10,潜力用户
109687773辽宁省,999.0,0.0,7,10,潜力用户
109687773重庆市,999.0,0.0,6,10,潜力用户
109687773陕西省,999.0,0.0,5,10,潜力用户
109687773青海省,999.0,0.0,8,11,潜力用户
109687773香港特别行政区,20.0,1.0,11,15,高价值用户
109687773黑龙江省,999.0,0.0,3,9,新用户
110253038上海市,999.0,0.0,1,7,新用户
110253038云南省,999.0,0.0,2,8,新用户
110253038内蒙古自治区,999.0,0.0,2,8,新用户
110253038北京市,999.0,0.0,3,9,新用户
110253038台湾省,999.0,0.0,2,8,新用户
110253038吉林省,999.0,0.0,1,7,新用户
110253038四川省,999.0,0.0,1,7,新用户
110253038宁夏回族自治区,999.0,0.0,1,7,新用户
110253038安徽省,999.0,0.0,1,7,新用户
110253038山东省,999.0,0.0,1,7,新用户
110253038山西省,999.0,0.0,3,9,新用户
110253038广东省,999.0,0.0,3,9,新用户
110253038广西壮族自治区,999.0,0.0,2,8,新用户
110253038新疆维吾尔自治区,999.0,0.0,1,7,新用户
110253038江西省,999.0,0.0,1,7,新用户
110253038河北省,999.0,0.0,1,7,新用户
110253038河南省,999.0,0.0,2,8,新用户
110253038海南省,999.0,0.0,2,8,新用户
110253038湖北省,999.0,0.0,1,7,新用户
110253038湖南省,999.0,0.0,1,7,新用户
110253038澳门特别行政区,999.0,0.0,2,8,新用户
110253038甘肃省,999.0,0.0,1,7,新用户
110253038福建省,999.0,0.0,1,7,新用户
110253038西藏自治区,999.0,0.0,5,10,潜力用户
110253038贵州省,999.0,0.0,1,7,新用户
110253038重庆市,999.0,0.0,1,7,新用户
110253038陕西省,999.0,0.0,1,7,新用户
110253038青海省,999.0,0.0,2,8,新用户
110253038香港特别行政区,999.0,0.0,1,7,新用户
110253038黑龙江省,999.0,0.0,1,7,新用户
110418606上海市,999.0,0.0,1,7,新用户
110418606广西壮族自治区,999.0,0.0,1,7,新用户
110418606西藏自治区,999.0,0.0,1,7,新用户
110418606辽宁省,999.0,0.0,1,7,新用户
110418606陕西省,999.0,0.0,1,7,新用户
110828957内蒙古自治区,999.0,0.0,1,7,新用户
110828957台湾省,999.0,0.0,1,7,新用户
110828957宁夏回族自治区,999.0,0.0,2,8,新用户
110828957广东省,999.0,0.0,2,8,新用户
110828957广西壮族自治区,999.0,0.0,1,7,新用户
110828957江苏省,999.0,0.0,1,7,新用户
110828957江西省,999.0,0.0,4,9,新用户
110828957海南省,999.0,0.0,2,8,新用户
110828957澳门特别行政区,999.0,0.0,1,7,新用户
110828957西藏自治区,999.0,0.0,1,7,新用户
110828957香港特别行政区,999.0,0.0,1,7,新用户
11087331上海市,999.0,0.0,1,7,新用户
